filer,filingYear,sourceName,address,cityAndState,amount,reimbursedAmount,onDate,throughDate,giftOrIncome,madeASpeechParticipatedInPanel,giftTravelDestination,otherDescription,formUrl,legislatorDigitalDemocracyUrl
David Alvarez,2023,California Problem Solvers Foundation,"400 Capitol Mall, Suite 2400 ","Sacramento, CA",1684.31,0,2023-11-07,2023-11-08,Gift,true,"Dana Point, CA",,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/de1fa882-d9ff-42de-ad3d-27de41afe631.pdf,https://digitaldemocracy.calmatters.org/legislators/david-alvarez-112993
David Alvarez,2023,Independent Voter Project,"2700 Adams Avenue, Suite 202",San Diego,2372.43,0,2023-09-19,2023-09-23,Gift,true,San Diego,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/de1fa882-d9ff-42de-ad3d-27de41afe631.pdf,https://digitaldemocracy.calmatters.org/legislators/david-alvarez-112993
David Alvarez,2023,San Diego County & Communities of Interest Legislative Caucus,"621 Capitol Mall, Suite 2500","Sacramento, CA",1294.05,0,2023-12-09,2023-12-11,Gift,true,"Valle de Guadalupe, Mexico",,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/de1fa882-d9ff-42de-ad3d-27de41afe631.pdf,https://digitaldemocracy.calmatters.org/legislators/david-alvarez-112993
David Alvarez,2023,San Diego State University,5500 Campanile Drive,"San Diego, CA",523.11,0,2023-03-30,,Gift,false,"Oaxaca, Mexico ",Educational tour and legislative delegation,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/de1fa882-d9ff-42de-ad3d-27de41afe631.pdf,https://digitaldemocracy.calmatters.org/legislators/david-alvarez-112993
Joaquin Arambula,2021,California Issues Forum,17171 Street,Sacramento CA,359.23,0,2021-11-09,2021-11-10,Gift,true,"Monterey, CA",,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/6afcbada-ac23-4405-8f0b-a7a1bb772478.pdf,https://digitaldemocracy.calmatters.org/legislators/joaquin-arambula-17377
Joaquin Arambula,2021,California Latino Legislative Caucus Foundation,"777 S Figueroa Street, Suite 4050",Los Angeles CA,2345.6,0,2021-12-03,2021-12-04,Gift,true,"Anaheim, CA",,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/6afcbada-ac23-4405-8f0b-a7a1bb772478.pdf,https://digitaldemocracy.calmatters.org/legislators/joaquin-arambula-17377
Joaquin Arambula,2021,NALEO Education Fund,"1122 W. Washington Blvd., 3rd. Floor",Los Angeles CA,660.33,0,2021-10-28,2021-10-29,Gift,true,"Manhattan Beach, CA",,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/6afcbada-ac23-4405-8f0b-a7a1bb772478.pdf,https://digitaldemocracy.calmatters.org/legislators/joaquin-arambula-17377
Joaquin Arambula,2022,California Latino Legislative Caucus Foundation,"777 S Figueroa St, Ste 4050","Los Angeles, CA",2044.65,0,2022-03-18,2022-03-19,Gift,false,"Anaheim, CA",policy conference,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/84493db1-4846-4f47-8c70-f76c36c01cb1.pdf,https://digitaldemocracy.calmatters.org/legislators/joaquin-arambula-17377
Joaquin Arambula,2023,California Latino Legislative Caucus Foundation,"777 S. Figueroa Street, Suite 4050","Los Angeles, CA",1172.58,0,2023-03-03,2023-03-04,Gift,,"Anaheim, CA",policy conference,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/2a059c76-c211-4950-856c-f05c26cb68ee.pdf,https://digitaldemocracy.calmatters.org/legislators/joaquin-arambula-17377
Bob Archuleta,2022,California Foundation on the Environment and the Economy,,,17393,0,2022-11-22,,Gift,false,JAPAN,Educational trip to Japan on Hydrogen Energy,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/f1a53854-7f99-419c-bc80-8950d79eecaa.pdf,https://digitaldemocracy.calmatters.org/legislators/bob-archuleta-165034
Bob Archuleta,2023,California Latino Legislative Caucus Foundation,777 S. Figueroa St. 4050,"Los Angeles, CA 90017",,0,2023-03-03,2023-03-03,Gift,false, Disneyland Anaheim California,Other - Provide description,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/dfede7a2-686b-4e7d-b15f-b2c7823fe49f.pdf,https://digitaldemocracy.calmatters.org/legislators/bob-archuleta-165034
Jasmeet Bains,2023,Alliance of California's Farmers & Ranchers Community Fund,"1415 L Street, Suite 460","Sacramento, CA 95814",1386.41,0,2023-10-24,2023-10-25,Gift,false,"Palm Springs, CA",Attended Policy Meetings,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/115a6d13-929f-43fb-b793-a238c3fcf2b5.pdf,https://digitaldemocracy.calmatters.org/legislators/jasmeet-bains-165424
Rebecca Bauer-Kahan,2021,California Chamber of Commerce,1215 K Street,"Sacramento, CA 95814",940.37,0,2021-10-26,2021-10-27,Gift,true,Anaheim,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/a1b99cbf-7c93-4ae6-a92a-415b16594676.pdf,https://digitaldemocracy.calmatters.org/legislators/rebecca-bauer-kahan-165035
Rebecca Bauer-Kahan,2021,Foundation for California's Technology and Innovation Economy,"777 S. Figueroa St, Suite 4050","Los Angeles, CA 90017",1250.29,0,2021-08-06,2021-08-07,Gift,true,Napa,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/a1b99cbf-7c93-4ae6-a92a-415b16594676.pdf,https://digitaldemocracy.calmatters.org/legislators/rebecca-bauer-kahan-165035
Rebecca Bauer-Kahan,2021,TechNet,"1001 K St, 6th Floor","Sacramento, CA 95814",276.04,0,2021-11-10,2021-11-12,Gift,true,San Francisco,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/a1b99cbf-7c93-4ae6-a92a-415b16594676.pdf,https://digitaldemocracy.calmatters.org/legislators/rebecca-bauer-kahan-165035
Rebecca Bauer-Kahan,2022,California Biotechnology Foundation,"1215 K Street, Suite 970","Sacramento, CA 95814",1769.65,0,2022-09-21,2022-09-23,Gift,false,"Seattle, Washington",travel related to ashington life sciences industry legislative grogram,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/b5202e3e-0eb9-466d-85dc-339f22d7c5d2.pdf,https://digitaldemocracy.calmatters.org/legislators/rebecca-bauer-kahan-165035
Rebecca Bauer-Kahan,2022,California Foundation on the Environment and the Economy,"777 S. Figueroa Street, Suite 4050","Los Angeles, CA 90017",1630,0,2022-08-04,2022-08-05,Gift,true,Napa,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/b5202e3e-0eb9-466d-85dc-339f22d7c5d2.pdf,https://digitaldemocracy.calmatters.org/legislators/rebecca-bauer-kahan-165035
Rebecca Bauer-Kahan,2022,California Teachers Association,1118 10th Street,"Sacramento, CA 95814",361.7,0,2022-03-24,2022-03-25,Gift,true,Sonoma,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/b5202e3e-0eb9-466d-85dc-339f22d7c5d2.pdf,https://digitaldemocracy.calmatters.org/legislators/rebecca-bauer-kahan-165035
Rebecca Bauer-Kahan,2022,San Manuel Mission Band of Indians,26569 Community Center Drive,"Highland, CA 92346",162.98,0,2022-03-24,2022-03-25,Gift,true,Sonoma,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/b5202e3e-0eb9-466d-85dc-339f22d7c5d2.pdf,https://digitaldemocracy.calmatters.org/legislators/rebecca-bauer-kahan-165035
Rebecca Bauer-Kahan,2022,United Food and Commercial Workers Western States Council,8530 Stanton Avenue,"Buena Park, CA 90620",162.98,0,2022-03-24,2022-03-25,Gift,true,Sonoma,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/b5202e3e-0eb9-466d-85dc-339f22d7c5d2.pdf,https://digitaldemocracy.calmatters.org/legislators/rebecca-bauer-kahan-165035
Rebecca Bauer-Kahan,2023,Asian and Pacific Islander Legislative Caucus Foundation,1787 Tribute Road,"Sacramento, CA 95815",130.22,0,2023-01-19,2023-01-20,Gift,true,"Sausalito, CA",,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/5d35ce90-f9f3-4ae3-9dc0-495265200dae.pdf,https://digitaldemocracy.calmatters.org/legislators/rebecca-bauer-kahan-165035
Rebecca Bauer-Kahan,2023,California Chamber of Commerce,"1215 K Street, 14th Floor","Sacramento, CA 95814",1742.43,0,2023-10-24,2023-10-25,Gift,true,"Dana Point, CA",,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/5d35ce90-f9f3-4ae3-9dc0-495265200dae.pdf,https://digitaldemocracy.calmatters.org/legislators/rebecca-bauer-kahan-165035
Rebecca Bauer-Kahan,2023,California Foundation on the Environment and the Economy,920 11th Street,"Sacramento, CA 95814",1007.49,0,2023-02-09,2023-02-10,Gift,true,"Sonoma, CA",,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/5d35ce90-f9f3-4ae3-9dc0-495265200dae.pdf,https://digitaldemocracy.calmatters.org/legislators/rebecca-bauer-kahan-165035
Rebecca Bauer-Kahan,2023,California State Association of Electrical Workers,297 N. Marengo Avenue,"Pasadena, CA 91101",162.83,0,2023-01-19,2023-01-20,Gift,true,"Sausalito, CA",,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/5d35ce90-f9f3-4ae3-9dc0-495265200dae.pdf,https://digitaldemocracy.calmatters.org/legislators/rebecca-bauer-kahan-165035
Rebecca Bauer-Kahan,2023,Center for Reproductive Rights,"199 Water Street, 22nd Floor","New York, NY 10038",1106.17,0,2023-09-26,2023-09-28,Gift,true,"Chicago, IL",,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/5d35ce90-f9f3-4ae3-9dc0-495265200dae.pdf,https://digitaldemocracy.calmatters.org/legislators/rebecca-bauer-kahan-165035
Rebecca Bauer-Kahan,2023,Pacific Gas & Electric,P.O. Box 770000 Mail Code B29H,"San Francisco, CA 94177",162.83,0,2023-01-19,2023-01-20,Gift,true,"Sausalito, CA",,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/5d35ce90-f9f3-4ae3-9dc0-495265200dae.pdf,https://digitaldemocracy.calmatters.org/legislators/rebecca-bauer-kahan-165035
Rebecca Bauer-Kahan,2023,Republic Services,"6800 Koll Center Parkway, Suite 320","Pleasanton, CA 94566",108.56,0,2023-01-19,2023-01-20,Gift,true,"Sausalito, CA",,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/5d35ce90-f9f3-4ae3-9dc0-495265200dae.pdf,https://digitaldemocracy.calmatters.org/legislators/rebecca-bauer-kahan-165035
Rebecca Bauer-Kahan,2023,San Manuel Mission Band of Indians,26569 Community Center Drive,"Highland, CA 92346",162.83,0,2023-01-19,2023-01-20,Gift,true,"Sausalito, CA",,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/5d35ce90-f9f3-4ae3-9dc0-495265200dae.pdf,https://digitaldemocracy.calmatters.org/legislators/rebecca-bauer-kahan-165035
Rebecca Bauer-Kahan,2023,The California Teachers Association (CTA) *,1118 10th Street,"Sacramento, CA 95814",162.83,0,2023-01-19,2023-01-20,Gift,true,"Sausalito, CA",,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/bc2c7db4-6cb3-4a4f-aa38-4478ff5e962e.pdf,https://digitaldemocracy.calmatters.org/legislators/rebecca-bauer-kahan-165035
Rebecca Bauer-Kahan,2023,United Food and Commercial Workers Western States Council,8530 Stanton Avenue,"Buena Park, CA 90620",162.83,0,2023-01-19,2023-01-20,Gift,true,"Sausalito, CA",,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/5d35ce90-f9f3-4ae3-9dc0-495265200dae.pdf,https://digitaldemocracy.calmatters.org/legislators/rebecca-bauer-kahan-165035
Josh Becker,2021,California Foundation on the Environment and the Economy,"Pier 35, Suite 202","San Francisco, CA 94133",596,0,2021-04-22,2021-04-23,Gift,false,Napa,Conference on California climate policy and energy,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/8dea1d95-1d39-4b1e-8223-5c949ce6e445.pdf,https://digitaldemocracy.calmatters.org/legislators/josh-becker-165449
Josh Becker,2021,California Foundation on the Environment and the Economy,"Pier 35, Suite 202","San Francisco, CA 94133",13161.25,0,2021-10-15,2021-10-27,Gift,false,Portugal,"Focus on offshore wind energy & renewable integration, health policy and addiction",https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/8dea1d95-1d39-4b1e-8223-5c949ce6e445.pdf,https://digitaldemocracy.calmatters.org/legislators/josh-becker-165449
Josh Becker,2022,California Foundation on the Environment and the Economy,"Pier 35, Suite 202","San Francisco, CA 94133",761.55,0,2022-02-03,2022-02-04,Gift,false,"Napa, California",food/accommodations,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/d439239e-06db-4c4e-849b-86bbc65f5752.pdf,https://digitaldemocracy.calmatters.org/legislators/josh-becker-165449
Josh Becker,2022,California Foundation on the Environment and the Economy,"Pier 35, Suite 202","San Francisco, CA 94133",769.11,0,2022-03-03,2022-03-04,Gift,false,"Berkeley, California",food/accommodations,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/d439239e-06db-4c4e-849b-86bbc65f5752.pdf,https://digitaldemocracy.calmatters.org/legislators/josh-becker-165449
Josh Becker,2022,New South Wales Parliament,"Parliament House, Macquarie Street Sydney NSW, 2000 Australia","Sydney, Australia",1041,0,2022-12-08,2022-12-12,Gift,false,"Sydney, Australia","Ground transportation, meals and cultural activities",https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/d439239e-06db-4c4e-849b-86bbc65f5752.pdf,https://digitaldemocracy.calmatters.org/legislators/josh-becker-165449
Josh Becker,2022,New Zealand Parliament,"Parliament Buildings, Molesworth Street","Wellington, New Zealand",61.4,0,2022-12-13,2022-12-13,Gift,false,"Wellington, New Zealand",Meal,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/d439239e-06db-4c4e-849b-86bbc65f5752.pdf,https://digitaldemocracy.calmatters.org/legislators/josh-becker-165449
Josh Becker,2022,TechNet,1420 New York Ave # 825,"Washington, DC, 2005",173,0,2022-11-16,2022-11-18,Gift,false,Washington D.C.,food,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/d439239e-06db-4c4e-849b-86bbc65f5752.pdf,https://digitaldemocracy.calmatters.org/legislators/josh-becker-165449
Josh Becker,2022,TechNet,1420 New York Ave # 825,"Washington, DC, 2006",975.58,0,2022-11-16,2022-11-18,Gift,false,Washington D.C.,Air/Hotel,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/d439239e-06db-4c4e-849b-86bbc65f5752.pdf,https://digitaldemocracy.calmatters.org/legislators/josh-becker-165449
Josh Becker,2023,California Environmental Voters,"350 Frank H, Ogawa Plza # 1100","Oakland, CA 94612 ",227.79,0,2023-04-28,2023-04-28,Gift,,,food/beverage,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/bb8d3e75-9a82-4c37-b27c-efdcea519650.pdf,https://digitaldemocracy.calmatters.org/legislators/josh-becker-165449
Josh Becker,2023,California Environmental Voters,350 Frank H. Ogawa Plza If 1100 ,"Oakland, CA 94612 ",517.43,0,2023-04-28,2023-04-29,Gift,false,"Napa, California",Lodging,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/bb8d3e75-9a82-4c37-b27c-efdcea519650.pdf,https://digitaldemocracy.calmatters.org/legislators/josh-becker-165449
Josh Becker,2023,California Environmental Voters,350 Frank H. Ogawa Plza # 1100 ,"Oakland, CA 94612",157.57,0,2023-04-29,2023-04-29,Gift,false,"Napa, California",food/beverage,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/bb8d3e75-9a82-4c37-b27c-efdcea519650.pdf,https://digitaldemocracy.calmatters.org/legislators/josh-becker-165449
Josh Becker,2023,California Foundation on the Environment and the Economy,"Pier 35, Suite 202 ","San Francisco, CA 94133 ",96.2,0,2023-02-09,2023-02-10,Gift,false,"Napa, California",food/beverage,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/bb8d3e75-9a82-4c37-b27c-efdcea519650.pdf,https://digitaldemocracy.calmatters.org/legislators/josh-becker-165449
Josh Becker,2023,California Foundation on the Environment and the Economy,"Pier 35, Suite 202",San Francisco„ CA 94133,444.61,0,2023-02-09,2023-02-10,Gift,false,"Napa, California",food/beverage,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/bb8d3e75-9a82-4c37-b27c-efdcea519650.pdf,https://digitaldemocracy.calmatters.org/legislators/josh-becker-165449
Josh Becker,2023,California Foundation on the Environment and the Economy,"Pier 35, Suite. 202 ","San Francisco, CA 94133",466.68,0,2023-02-09,2023-02-10,Gift,false,"Napa, California",Accomodations,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/bb8d3e75-9a82-4c37-b27c-efdcea519650.pdf,https://digitaldemocracy.calmatters.org/legislators/josh-becker-165449
Josh Becker,2023,California Life Sciences Association,1201 K St. # 1010 ,"Sacramento, CA 95814 ",380,0,2023-03-01,2023-03-01,Gift,false,"Yountville , California",accommodations /food/beverage,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/bb8d3e75-9a82-4c37-b27c-efdcea519650.pdf,https://digitaldemocracy.calmatters.org/legislators/josh-becker-165449
Josh Becker,2023,Energy Action Fund,55 2nd St #2400,"San Francisco, CA 94105",143.75,0,2023-08-07,2023-08-07,Gift,false,"Berkeley, California ",food/beverages,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/bb8d3e75-9a82-4c37-b27c-efdcea519650.pdf,https://digitaldemocracy.calmatters.org/legislators/josh-becker-165449
Josh Becker,2023,Energy Action Fund,55 2nd St #2400,"San Francisco, CA 94105",342.44,0,2023-08-07,2023-08-08,Gift,false,"Berkeley, California ",Lodging,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/bb8d3e75-9a82-4c37-b27c-efdcea519650.pdf,https://digitaldemocracy.calmatters.org/legislators/josh-becker-165449
Josh Becker,2023,Energy Action Fund,55 2nd St #2400,"San Francisco, CA 94104",162.11,0,2023-08-08,2023-08-08,Gift,false,"Berkeley, California ",food/beverages,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/bb8d3e75-9a82-4c37-b27c-efdcea519650.pdf,https://digitaldemocracy.calmatters.org/legislators/josh-becker-165449
Josh Becker,2023,Foundation for California's Technology and Innovation Economy,"777 S. Figueroa Street, Suite 4050 ","Los Angeles, CA 90017",184,0,2023-08-17,2023-08-17,Gift,false,Mountain View,Dinner,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/bb8d3e75-9a82-4c37-b27c-efdcea519650.pdf,https://digitaldemocracy.calmatters.org/legislators/josh-becker-165449
Josh Becker,2023,Ideate Labs,12820 Halkirk St. ,"Studio City, CA 91604",194.81,0,2023-10-14,2023-10-17,Gift,false,El Salvador,Dinners,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/bb8d3e75-9a82-4c37-b27c-efdcea519650.pdf,https://digitaldemocracy.calmatters.org/legislators/josh-becker-165449
Josh Becker,2023,Ideate Labs,12820 Halkirk St. ,"Studio City, CA 91604",396.48,0,2023-10-14,2023-10-17,Gift,false, El Salvador ,Hotel Accommodation,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/bb8d3e75-9a82-4c37-b27c-efdcea519650.pdf,https://digitaldemocracy.calmatters.org/legislators/josh-becker-165449
Josh Becker,2023,Ideate Labs,12820 Halkirk St. ,"Studio City, CA 91604 ",500.7,0,2023-10-14,2023-10-17,Gift,false,El Salvador ,Roundtrip Flight,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/bb8d3e75-9a82-4c37-b27c-efdcea519650.pdf,https://digitaldemocracy.calmatters.org/legislators/josh-becker-165449
Josh Becker,2023,The Climate Registry,600 Wilshire Blvd. Suite 202,"Los Angeles, CA 90017",1057.58,0,2023-09-17,2023-09-20,Gift,true,"New York city, New York",,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/bb8d3e75-9a82-4c37-b27c-efdcea519650.pdf,https://digitaldemocracy.calmatters.org/legislators/josh-becker-165449
